# CB0 = 2.100000
# t /s, C /M, C /M, C /M
1397.721, 0.0006, 0.0004, 0.0007
1397.796, 0.0005, 0.0004, 0.0008
1397.871, 0.0008, 0.0006, 0.0008
1397.946, 0.0003, 0.0007, 0.0003
1398.021, 0.0006, 0.0007, 0.0006
1398.096, 0.0002, 0.0009, 0.0004
1398.171, 0.0005, 0.0003, 0.0004
1398.246, 0.0007, 0.0008, 0.0006
1398.321, 0.0002, 0.0009, 0.0010
1398.396, 0.0008, 0.0003, 0.0005
1398.471, 0.0008, 0.0008, 0.0006
1398.546, 0.0005, 0.0004, 0.0005
1398.621, 0.0008, 0.0006, 0.0003
1398.696, 0.0006, 0.0004, 0.0003
1398.771, 0.0006, 0.0004, 0.0007
1398.846, 0.0002, 0.0003, 0.0005
1398.921, 0.0007, 0.0005, 0.0006
1398.996, 0.0007, 0.0007, 0.0004
1399.071, 0.0007, 0.0002, 0.0005
1399.146, 0.0003, 0.0006, 0.0005
1399.221, 0.0004, 0.0006, 0.0008
1399.296, 0.0003, 0.0007, 0.0007
1399.371, 0.0004, 0.0008, 0.0005
1399.446, 0.0006, 0.0005, 0.0005
1399.521, 0.0008, 0.0008, 0.0003
1399.596, 0.0004, 0.0004, 0.0006
1399.671, 0.0006, 0.0002, 0.0005
1399.746, 0.0006, 0.0002, 0.0006
1399.821, 0.0007, 0.0008, 0.0004
1399.896, 0.0003, 0.0004, 0.0005
1399.971, 0.0002, 0.0007, 0.0009
1400.046, 0.0005, 0.0004, 0.0004
1400.121, 0.0004, 0.0010, 0.0003
1400.196, 0.0008, 0.0005, 0.0007
1400.271, 0.0005, 0.0007, -0.0000
1400.346, 0.0005, 0.0008, 0.0003
1400.421, 0.0006, 0.0003, 0.0005
1400.496, 0.0005, 0.0007, 0.0007
1400.571, 0.0006, 0.0007, 0.0006
1400.646, 0.0005, 0.0007, 0.0006
1400.721, 0.0006, 0.0007, 0.0005
1400.796, 0.0001, 0.0006, 0.0004
1400.871, 0.0001, 0.0004, 0.0007
1400.946, 0.0009, 0.0001, 0.0008
1401.021, 0.0007, 0.0003, 0.0011
1401.096, 0.0002, 0.0002, 0.0004
1401.171, 0.0006, 0.0005, 0.0006
1401.246, 0.0010, 0.0006, 0.0008
1401.321, 0.0006, 0.0005, 0.0004
1401.396, 0.0003, 0.0004, 0.0005
1401.471, 0.0005, 0.0005, 0.0006
1401.546, 0.0005, 0.0007, 0.0004
1401.621, 0.0005, 0.0003, 0.0004
1401.696, 0.0007, 0.0005, 0.0005
1401.771, 0.0005, 0.0004, 0.0005
1401.846, 0.0001, 0.0006, 0.0005
1401.921, 0.0011, 0.0006, 0.0006
1401.996, 0.0005, 0.0007, 0.0002
1402.071, 0.0007, 0.0004, 0.0004
1402.146, 0.0007, 0.0002, 0.0006
1402.221, 0.0006, 0.0007, 0.0006
1402.296, 0.0006, 0.0006, 0.0007
1402.371, 0.0004, 0.0009, 0.0004
1402.446, 0.0007, 0.0008, 0.0005
1402.521, 0.0006, 0.0007, 0.0006
1402.596, 0.0007, 0.0006, 0.0004
1402.671, 0.0001, 0.0002, 0.0007
1402.746, 0.0005, 0.0007, 0.0006
1402.821, 0.0006, 0.0005, 0.0005
1402.896, 0.0004, 0.0003, 0.0005
1402.971, 0.0006, 0.0008, 0.0006
1403.046, 0.0007, 0.0005, 0.0007
1403.121, 0.0007, 0.0003, 0.0006
1403.196, 0.0001, 0.0005, 0.0006
1403.271, 0.0003, 0.0006, 0.0002
1403.346, 0.0009, 0.0003, 0.0007
1403.421, 0.0007, 0.0006, 0.0002
1403.496, 0.0006, 0.0003, 0.0003
1403.571, 0.0004, 0.0002, 0.0003
1403.646, 0.0005, 0.0004, 0.0003
1403.721, 0.0005, 0.0006, 0.0007
1403.796, 0.0005, 0.0008, 0.0010
1403.871, 0.0009, 0.0008, 0.0005
1403.946, 0.0004, 0.0003, 0.0002
1404.021, 0.0006, 0.0001, 0.0005
1404.096, 0.0001, 0.0005, 0.0006
1404.171, 0.0007, 0.0005, 0.0001
1404.246, 0.0004, 0.0002, 0.0004
1404.321, 0.0008, 0.0007, 0.0003
1404.396, 0.0009, 0.0004, 0.0006
1404.471, 0.0007, 0.0006, 0.0004
1404.546, 0.0007, 0.0004, 0.0003
1404.621, 0.0005, 0.0007, 0.0005
1404.696, 0.0004, 0.0006, 0.0003
1404.771, 0.0002, 0.0005, 0.0004
1404.846, 0.0006, 0.0005, 0.0003
1404.921, 0.0006, 0.0002, 0.0005
1404.996, 0.0006, 0.0006, 0.0008
1405.071, 0.0006, 0.0005, 0.0007
1405.146, 0.0004, 0.0005, 0.0003
1405.221, 0.0005, 0.0004, 0.0003
1405.296, 0.0008, 0.0008, 0.0009
1405.371, 0.0009, 0.0006, 0.0004
1405.446, 0.0008, 0.0005, 0.0003
1405.521, 0.0005, 0.0009, 0.0007
1405.596, 0.0005, 0.0005, 0.0008
1405.671, 0.0006, 0.0006, 0.0005
1405.746, 0.0006, 0.0004, 0.0006
1405.821, 0.0001, 0.0003, 0.0002
1405.896, 0.0005, 0.0008, 0.0006
1405.971, 0.0007, 0.0003, 0.0005
1406.046, 0.0007, -0.0001, 0.0006
1406.121, 0.0005, 0.0005, 0.0006
1406.196, 0.0002, 0.0006, 0.0009
1406.271, 0.0004, 0.0006, 0.0006
1406.346, 0.0004, 0.0001, 0.0004
1406.421, 0.0006, 0.0006, 0.0007
1406.496, 0.0005, 0.0003, 0.0008
1406.571, 0.0004, 0.0004, 0.0007
1406.646, 0.0007, 0.0006, 0.0004
1406.721, 0.0004, 0.0003, 0.0005
1406.796, 0.0007, 0.0005, 0.0000
1406.871, 0.0005, 0.0004, 0.0005
1406.946, 0.0007, 0.0004, 0.0008
1407.021, 0.0010, 0.0002, 0.0005
1407.096, 0.0008, 0.0008, 0.0005
1407.171, 0.0004, 0.0007, 0.0001
1407.246, 0.0005, 0.0008, 0.0005
1407.321, 0.0005, 0.0008, 0.0005
1407.396, 0.0006, 0.0004, 0.0004
1407.471, 0.0003, 0.0005, 0.0004
1407.546, 0.0007, 0.0003, 0.0005
1407.621, 0.0001, 0.0007, 0.0008
1407.696, 0.0004, 0.0004, 0.0005
1407.771, 0.0001, 0.0004, 0.0004
1407.846, 0.0007, 0.0005, 0.0008
1407.921, 0.0004, 0.0004, 0.0003
1407.996, 0.0010, 0.0004, 0.0006
1408.071, 0.0006, 0.0009, 0.0007
1408.146, 0.0006, 0.0003, 0.0003
1408.221, 0.0005, 0.0006, 0.0006
1408.296, 0.0004, 0.0004, 0.0003
1408.371, 0.0004, 0.0004, 0.0006
1408.446, 0.0002, 0.0007, 0.0004
1408.521, 0.0002, 0.0006, 0.0002
1408.596, 0.0005, 0.0003, 0.0002
1408.671, 0.0007, 0.0006, 0.0005
1408.746, 0.0000, 0.0004, 0.0004
1408.821, 0.0009, 0.0004, 0.0007
1408.896, 0.0005, 0.0005, 0.0005
1408.971, 0.0006, 0.0004, 0.0005
1409.046, 0.0003, 0.0006, 0.0007
1409.121, 0.0004, 0.0006, 0.0007
1409.196, 0.0005, 0.0006, 0.0007
1409.271, 0.0004, 0.0006, 0.0010
1409.346, 0.0004, 0.0007, 0.0005
1409.421, 0.0008, 0.0004, 0.0006
1409.496, 0.0002, 0.0004, 0.0004
1409.571, 0.0006, 0.0005, 0.0003
1409.646, 0.0005, 0.0007, 0.0002
1409.721, 0.0001, 0.0006, 0.0008
1409.796, 0.0004, 0.0000, 0.0007
1409.871, 0.0006, 0.0005, 0.0006
1409.946, 0.0003, 0.0006, 0.0002
1410.021, 0.0003, 0.0006, 0.0002
1410.096, 0.0004, 0.0006, 0.0004
1410.171, 0.0007, 0.0006, 0.0003
1410.246, 0.0007, 0.0007, 0.0008
1410.321, 0.0007, 0.0006, 0.0003
1410.396, 0.0003, 0.0009, 0.0004
1410.471, 0.0003, 0.0004, 0.0005
1410.546, 0.0004, 0.0005, 0.0006
1410.621, 0.0007, 0.0007, 0.0004
1410.696, 0.0005, 0.0006, 0.0006
1410.771, 0.0004, 0.0009, 0.0003
1410.846, 0.0003, 0.0008, 0.0006
1410.921, 0.0011, 0.0003, 0.0006
1410.996, 0.0006, 0.0006, 0.0002
1411.071, 0.0006, 0.0006, 0.0003
1411.146, 0.0003, 0.0005, 0.0008
1411.221, 0.0007, 0.0005, 0.0005
1411.296, 0.0006, 0.0005, 0.0007
1411.371, 0.0003, 0.0009, 0.0003
1411.446, 0.0009, 0.0006, 0.0004
1411.521, 0.0005, 0.0005, 0.0004
1411.596, 0.0005, 0.0001, 0.0005
1411.671, 0.0004, 0.0005, 0.0006
1411.746, 0.0004, 0.0003, -0.0000
1411.821, 0.0005, 0.0003, 0.0007
1411.896, 0.0002, 0.0010, 0.0006
1411.971, 0.0005, 0.0004, 0.0002
1412.046, 0.0004, 0.0005, 0.0007
1412.121, 0.0005, 0.0009, 0.0006
1412.196, 0.0006, 0.0007, 0.0007
1412.271, 0.0004, 0.0009, 0.0004
1412.346, 0.0009, 0.0005, 0.0003
1412.421, 0.0006, 0.0004, 0.0005
1412.496, 0.0006, 0.0005, 0.0006
1412.571, 0.0006, 0.0005, 0.0003
1412.646, 0.0008, 0.0003, 0.0007
1412.721, 0.0003, 0.0004, 0.0008
1412.796, 0.0006, 0.0003, 0.0005
1412.871, 0.0006, 0.0008, 0.0005
1412.946, 0.0000, 0.0003, 0.0009
1413.021, 0.0008, 0.0004, 0.0002
1413.096, 0.0009, 0.0006, 0.0007
1413.171, 0.0010, 0.0008, 0.0004
1413.246, 0.0004, 0.0006, 0.0005
1413.321, 0.0005, 0.0004, 0.0005
1413.396, 0.0004, 0.0006, 0.0005
1413.471, 0.0007, 0.0010, 0.0004
1413.546, 0.0005, 0.0006, 0.0006
1413.621, 0.0005, 0.0002, 0.0008
1413.696, 0.0007, 0.0005, 0.0007
1413.771, 0.0007, 0.0003, 0.0008
1413.846, 0.0005, 0.0001, 0.0005
1413.921, 0.0002, 0.0007, 0.0007
1413.996, 0.0004, 0.0006, 0.0004
1414.071, 0.0005, 0.0003, 0.0004
1414.146, 0.0005, 0.0006, 0.0006
1414.221, 0.0004, 0.0003, -0.0001
1414.296, 0.0006, 0.0009, 0.0006
1414.371, 0.0005, 0.0007, 0.0006
1414.446, 0.0005, 0.0002, 0.0009
1414.521, 0.0004, 0.0006, 0.0005
1414.596, 0.0007, 0.0005, 0.0006
1414.671, 0.0005, 0.0008, 0.0003
1414.746, 0.0007, 0.0006, 0.0004
1414.821, 0.0005, 0.0007, 0.0004
1414.896, 0.0002, 0.0004, 0.0004
1414.971, 0.0005, 0.0007, 0.0006
1415.046, 0.0003, 0.0008, 0.0005
1415.121, 0.0006, 0.0006, 0.0008
1415.196, 0.0002, 0.0007, 0.0004
1415.271, 0.0006, 0.0008, 0.0004
1415.346, 0.0007, 0.0004, 0.0005
1415.421, 0.0006, 0.0006, 0.0006
1415.496, 0.0009, 0.0007, 0.0004
1415.571, 0.0008, 0.0003, 0.0002
1415.646, 0.0004, 0.0007, 0.0003
1415.721, 0.0006, 0.0008, 0.0006
1415.796, 0.0010, 0.0005, 0.0005
1415.871, 0.0003, 0.0006, 0.0005
1415.946, 0.0005, 0.0006, 0.0005
1416.021, 0.0005, 0.0004, 0.0007
1416.096, 0.0006, 0.0006, 0.0004
1416.171, 0.0007, -0.0001, 0.0008
1416.246, 0.0006, 0.0003, 0.0004
1416.321, 0.0004, 0.0007, 0.0002
1416.396, 0.0003, 0.0006, -0.0000
1416.471, 0.0007, 0.0007, 0.0004
1416.546, 0.0006, 0.0004, 0.0003
1416.621, 0.0003, 0.0004, 0.0003
1416.696, 0.0005, 0.0004, 0.0009
1416.771, 0.0004, 0.0005, 0.0005
1416.846, 0.0006, 0.0004, 0.0007
1416.921, 0.0003, 0.0004, 0.0006
1416.996, 0.0003, 0.0002, 0.0006
1417.071, 0.0005, 0.0006, 0.0003
1417.146, 0.0003, 0.0004, 0.0005
1417.221, 0.0004, 0.0004, 0.0006
1417.296, 0.0005, 0.0006, 0.0004
1417.371, 0.0006, 0.0004, 0.0001
1417.446, 0.0004, 0.0007, 0.0009
1417.521, 0.0004, 0.0007, 0.0004
1417.596, 0.0004, 0.0001, 0.0005
1417.671, 0.0004, 0.0004, 0.0007
1417.746, 0.0010, 0.0003, 0.0006
1417.821, 0.0003, 0.0006, 0.0003
1417.896, 0.0004, 0.0003, 0.0004
1417.971, 0.0003, 0.0004, 0.0006
1418.046, 0.0005, 0.0005, 0.0006
1418.121, 0.0009, 0.0006, 0.0005
1418.196, 0.0008, 0.0006, 0.0002
1418.271, 0.0007, 0.0006, 0.0005
1418.346, 0.0005, 0.0004, 0.0001
1418.421, 0.0006, 0.0004, 0.0003
1418.496, 0.0002, 0.0009, 0.0003
1418.571, 0.0006, 0.0005, 0.0002
1418.646, 0.0003, 0.0002, 0.0007
1418.721, 0.0007, 0.0006, 0.0007
1418.796, 0.0008, 0.0006, 0.0005
1418.871, 0.0005, 0.0002, 0.0009
1418.946, 0.0004, 0.0002, 0.0008
1419.021, 0.0005, 0.0007, 0.0008
1419.096, 0.0003, 0.0001, 0.0001
1419.171, 0.0004, 0.0001, 0.0007
1419.246, 0.0004, 0.0003, 0.0008
1419.321, 0.0006, 0.0005, 0.0008
1419.396, 0.0005, 0.0004, 0.0006
1419.471, 0.0003, 0.0004, 0.0005
1419.546, 0.0006, 0.0009, 0.0005
1419.621, 0.0010, 0.0003, 0.0005
1419.696, 0.0004, 0.0007, 0.0006
1419.771, 0.0006, 0.0005, 0.0010
1419.846, 0.0003, 0.0006, 0.0007
1419.921, 0.0004, 0.0006, 0.0006
1419.996, 0.0006, 0.0002, 0.0004
1420.071, 0.0004, 0.0006, 0.0001
1420.146, -0.0001, 0.0005, 0.0008
1420.221, 0.0004, 0.0003, 0.0002
1420.296, 0.0004, 0.0007, 0.0005
1420.371, 0.0008, 0.0006, 0.0003
1420.446, 0.0008, 0.0005, 0.0003
1420.521, 0.0002, 0.0004, 0.0007
1420.596, 0.0003, 0.0006, 0.0007
1420.671, 0.0004, 0.0003, 0.0001
1420.746, 0.0006, 0.0004, 0.0007
1420.821, 0.0009, 0.0004, 0.0005
1420.896, 0.0006, 0.0008, 0.0002
1420.971, 0.0005, 0.0005, 0.0007
1421.046, 0.0003, 0.0005, 0.0003
1421.121, 0.0008, 0.0005, 0.0003
1421.196, 0.0008, 0.0003, 0.0005
1421.271, 0.0006, 0.0007, 0.0004
1421.346, 0.0003, 0.0005, 0.0006
1421.421, 0.0007, 0.0007, 0.0007
1421.496, 0.0004, 0.0007, 0.0005
1421.571, 0.0005, 0.0006, 0.0007
1421.646, 0.0009, 0.0008, 0.0007
1421.721, 0.0006, 0.0004, 0.0006
1421.796, 0.0005, -0.0000, 0.0005
1421.871, 0.0005, 0.0003, 0.0007
1421.946, 0.0004, 0.0003, 0.0003
1422.021, 0.0002, 0.0001, 0.0007
1422.096, 0.0005, 0.0007, 0.0006
1422.171, 0.0004, 0.0006, 0.0007
1422.246, 0.0005, 0.0003, 0.0006
1422.321, 0.0008, 0.0004, 0.0005
1422.396, 0.0004, 0.0001, 0.0005
1422.471, 0.0004, 0.0006, 0.0008
1422.546, 0.0008, 0.0009, 0.0009
1422.621, 0.0004, 0.0005, 0.0004
1422.696, 0.0005, 0.0003, 0.0002
1422.771, 0.0005, 0.0004, 0.0005
1422.846, 0.0005, 0.0007, 0.0004
1422.921, 0.0001, 0.0004, 0.0004
1422.996, 0.0003, 0.0009, 0.0006
1423.071, 0.0004, 0.0003, 0.0004
1423.146, 0.0005, 0.0005, 0.0008
1423.221, 0.0007, 0.0005, 0.0003
1423.296, 0.0006, 0.0004, 0.0005
1423.371, 0.0007, 0.0006, 0.0006
1423.446, 0.0006, 0.0005, 0.0007
1423.521, 0.0005, 0.0002, 0.0005
1423.596, 0.0004, 0.0005, 0.0003
1423.671, 0.0003, 0.0004, 0.0007
1423.746, 0.0007, 0.0005, 0.0005
1423.821, 0.0009, 0.0005, 0.0006
1423.896, 0.0005, 0.0003, 0.0004
1423.971, 0.0007, 0.0006, 0.0004
1424.046, 0.0005, 0.0005, 0.0005
1424.121, 0.0006, 0.0006, 0.0007
1424.196, 0.0008, 0.0009, 0.0007
1424.271, 0.0002, 0.0004, 0.0005
1424.346, 0.0002, 0.0004, 0.0004
1424.421, 0.0007, 0.0000, 0.0006
1424.496, 0.0002, 0.0008, 0.0005
1424.571, 0.0007, 0.0008, 0.0005
1424.646, 0.0005, 0.0005, 0.0006
1424.721, 0.0009, 0.0009, 0.0005
1424.796, 0.0002, 0.0003, 0.0006
1424.871, 0.0005, 0.0007, 0.0006
1424.946, 0.0007, 0.0005, 0.0006
1425.021, 0.0004, 0.0007, 0.0005
1425.096, 0.0006, 0.0006, 0.0005
1425.171, 0.0004, 0.0007, 0.0006
1425.246, 0.0004, 0.0004, 0.0007
1425.321, 0.0005, 0.0004, 0.0007
1425.396, 0.0005, 0.0002, 0.0006
1425.471, 0.0005, 0.0005, 0.0007
1425.546, 0.0004, 0.0008, 0.0007
1425.621, 0.0004, 0.0005, 0.0005
1425.696, 0.0004, 0.0004, 0.0007
1425.771, 0.0007, 0.0004, 0.0000
1425.846, 0.0005, 0.0006, 0.0009
1425.921, 0.0010, 0.0007, 0.0009
1425.996, 0.0005, 0.0004, 0.0005
1426.071, 0.0009, 0.0007, 0.0004
1426.146, 0.0004, 0.0002, 0.0004
1426.221, 0.0003, 0.0004, 0.0008
1426.296, 0.0006, 0.0006, 0.0005
1426.371, 0.0005, 0.0003, 0.0002
1426.446, 0.0008, 0.0005, 0.0006
1426.521, 0.0004, 0.0004, 0.0007
1426.596, 0.0005, 0.0006, 0.0007
1426.671, 0.0007, 0.0005, 0.0002
1426.746, 0.0001, 0.0007, 0.0005
1426.821, 0.0002, 0.0005, 0.0003
1426.896, 0.0005, 0.0003, 0.0006
1426.971, 0.0007, 0.0009, 0.0005
1427.046, 0.0005, 0.0008, 0.0004
1427.121, 0.0006, 0.0004, 0.0003
1427.196, 0.0009, 0.0003, 0.0007
1427.271, 0.0006, 0.0004, 0.0005
1427.346, 0.0009, 0.0008, 0.0006
1427.421, 0.0007, 0.0004, 0.0003
1427.496, 0.0004, 0.0007, 0.0011
1427.571, 0.0004, 0.0003, 0.0008
1427.646, 0.0004, 0.0004, 0.0007
1427.721, 0.0004, 0.0006, 0.0007
1427.796, 0.0004, 0.0010, 0.0005
1427.871, 0.0005, 0.0005, 0.0003
1427.946, 0.0008, 0.0002, 0.0005
1428.021, 0.0007, 0.0010, 0.0007
1428.096, 0.0005, 0.0004, 0.0006
1428.171, 0.0007, 0.0006, 0.0007
1428.246, 0.0003, 0.0007, 0.0005
1428.321, 0.0007, 0.0006, 0.0006
1428.396, 0.0003, 0.0006, 0.0008
1428.471, 0.0005, 0.0004, 0.0002
1428.546, 0.0003, 0.0008, 0.0005
1428.621, 0.0006, 0.0006, 0.0008
1428.696, 0.0006, 0.0006, 0.0002
1428.771, -0.0002, 0.0002, 0.0009
1428.846, 0.0005, 0.0002, 0.0003
1428.921, 0.0001, 0.0004, 0.0004
1428.996, 0.0003, 0.0005, 0.0005
1429.071, 0.0006, 0.0008, 0.0001
1429.146, 0.0004, 0.0006, 0.0003
1429.221, 0.0005, 0.0009, 0.0004
1429.296, 0.0006, 0.0005, 0.0008
1429.371, 0.0004, 0.0008, 0.0007
1429.446, 0.0007, 0.0006, 0.0006
1429.521, 0.0010, 0.0002, 0.0003
1429.596, 0.0009, 0.0006, 0.0003
1429.671, 0.0005, 0.0004, 0.0001
1429.746, 0.0006, 0.0002, 0.0007
1429.821, 0.0004, 0.0009, 0.0003
1429.896, 0.0007, 0.0008, 0.0003
1429.971, 0.0007, 0.0005, 0.0007
1430.046, 0.0003, 0.0003, 0.0006
1430.121, 0.0008, 0.0003, 0.0002
1430.196, 0.0008, 0.0007, 0.0003
1430.271, 0.0002, 0.0009, 0.0007
1430.346, 0.0003, 0.0004, 0.0005
1430.421, 0.0008, 0.0008, 0.0007
1430.496, 0.0007, 0.0008, 0.0008
1430.571, 0.0005, 0.0007, 0.0007
1430.646, 0.0004, 0.0002, 0.0007
1430.721, 0.0006, 0.0006, 0.0006
1430.796, 0.0007, 0.0005, 0.0006
1430.871, 0.0006, 0.0004, -0.0000
1430.946, 0.0006, 0.0006, 0.0010
1431.021, 0.0004, 0.0006, 0.0005
1431.096, 0.0010, 0.0003, 0.0003
1431.171, 0.0008, 0.0004, 0.0005
1431.246, 0.0005, 0.0006, 0.0003
1431.321, 0.0003, 0.0002, 0.0007
1431.396, 0.0005, 0.0004, 0.0002
1431.471, 0.0009, 0.0002, 0.0006
1431.546, 0.0002, 0.0009, 0.0005
1431.621, 0.0006, 0.0005, 0.0004
1431.696, 0.0005, 0.0003, 0.0004
1431.771, 0.0004, 0.0008, 0.0006
1431.846, 0.0006, 0.0003, 0.0009
1431.921, 0.0004, 0.0008, 0.0003
1431.996, 0.0004, 0.0004, 0.0003
1432.071, 0.0002, 0.0002, 0.0001
1432.146, 0.0005, 0.0007, 0.0002
1432.221, 0.0006, 0.0006, 0.0005
1432.296, 0.0006, 0.0009, 0.0004
1432.371, 0.0009, 0.0007, 0.0006
1432.446, 0.0006, 0.0007, 0.0005
1432.521, 0.0009, 0.0006, 0.0008
1432.596, 0.0004, 0.0007, 0.0003
1432.671, 0.0005, 0.0006, 0.0004
1432.746, 0.0007, 0.0003, 0.0007
1432.821, 0.0004, 0.0006, 0.0008
1432.896, 0.0008, 0.0004, 0.0005
1432.971, 0.0007, 0.0009, 0.0008
1433.046, 0.0002, 0.0008, 0.0004
1433.121, 0.0003, 0.0004, 0.0003
1433.196, 0.0006, 0.0005, 0.0007
1433.271, 0.0006, 0.0006, 0.0006
1433.346, 0.0003, 0.0007, 0.0005
1433.421, 0.0004, 0.0006, 0.0003
1433.496, 0.0006, 0.0005, 0.0003
1433.571, 0.0003, 0.0006, 0.0002
1433.646, 0.0008, 0.0002, 0.0003
1433.721, 0.0009, 0.0003, 0.0005
1433.796, 0.0007, 0.0006, 0.0005
1433.871, 0.0006, 0.0004, 0.0002
1433.946, 0.0005, 0.0006, 0.0004
1434.021, 0.0002, 0.0004, 0.0003
1434.097, 0.0007, 0.0002, 0.0003
1434.172, 0.0005, 0.0007, 0.0003
1434.247, 0.0005, 0.0003, 0.0004
1434.322, 0.0008, 0.0003, 0.0008
1434.397, 0.0004, 0.0004, 0.0005
1434.472, 0.0006, 0.0004, 0.0004
1434.547, 0.0004, 0.0003, 0.0004
1434.622, 0.0003, 0.0006, 0.0001
1434.697, 0.0003, 0.0007, 0.0003
1434.772, 0.0004, 0.0001, 0.0003
1434.847, 0.0008, 0.0007, 0.0006
1434.922, 0.0007, 0.0006, 0.0004
1434.997, 0.0006, 0.0004, 0.0004
1435.072, 0.0007, 0.0004, 0.0007
1435.147, 0.0006, 0.0006, 0.0007
1435.222, 0.0007, 0.0007, 0.0002
1435.297, 0.0003, 0.0006, 0.0000
1435.372, 0.0007, 0.0002, 0.0008
1435.447, 0.0005, 0.0008, 0.0003
1435.522, 0.0005, 0.0006, -0.0002
1435.597, 0.0007, 0.0005, 0.0008
1435.672, -0.0001, 0.0004, 0.0003
1435.747, 0.0003, 0.0007, 0.0007
1435.822, 0.0001, 0.0004, 0.0007
1435.897, 0.0003, 0.0010, 0.0009
1435.972, 0.0006, 0.0005, 0.0006
1436.047, 0.0006, 0.0003, 0.0005
1436.122, 0.0008, 0.0006, 0.0007
1436.197, 0.0007, 0.0005, 0.0005
1436.272, 0.0003, 0.0001, 0.0003
1436.347, 0.0005, 0.0004, 0.0006
1436.422, 0.0008, 0.0005, 0.0004
1436.497, 0.0003, 0.0008, 0.0005
1436.572, 0.0007, 0.0007, 0.0008
1436.647, 0.0005, 0.0003, 0.0005
1436.722, 0.0005, 0.0007, 0.0004
1436.797, 0.0007, 0.0001, 0.0006
1436.872, 0.0004, 0.0006, 0.0006
1436.947, 0.0004, 0.0007, 0.0005
1437.022, 0.0004, 0.0005, 0.0005
1437.097, 0.0004, 0.0009, 0.0006
1437.172, 0.0006, 0.0009, 0.0006
1437.247, 0.0009, 0.0001, 0.0007
1437.322, 0.0007, 0.0006, 0.0002
1437.397, 0.0005, 0.0008, 0.0005
1437.472, 0.0004, 0.0009, 0.0007
1437.547, 0.0004, 0.0002, 0.0007
1437.622, 0.0005, 0.0007, 0.0006
1437.697, 0.0004, 0.0006, 0.0003
1437.772, 0.0004, 0.0010, 0.0007
1437.847, 0.0005, 0.0008, 0.0006
1437.922, 0.0005, 0.0006, 0.0005
1437.997, 0.0003, 0.0007, 0.0003
1438.072, 0.0007, 0.0002, 0.0003
1438.147, 0.0007, 0.0002, 0.0006
1438.222, 0.0005, 0.0003, 0.0007
1438.297, 0.0003, 0.0002, 0.0000
1438.372, 0.0003, 0.0007, 0.0004
1438.447, 0.0004, 0.0001, 0.0007
1438.522, 0.0006, 0.0004, 0.0005
1438.597, 0.0003, 0.0006, 0.0002
1438.672, 0.0005, 0.0009, 0.0002
1438.747, 0.0005, 0.0006, 0.0010
1438.822, 0.0005, 0.0008, 0.0003
1438.897, 0.0004, 0.0007, 0.0007
1438.972, 0.0001, 0.0002, 0.0008
1439.047, 0.0005, 0.0005, 0.0006
1439.122, 0.0005, 0.0007, 0.0004
1439.197, 0.0004, 0.0002, 0.0005
1439.272, 0.0004, 0.0008, 0.0006
1439.347, 0.0002, 0.0006, 0.0008
1439.422, 0.0008, 0.0006, 0.0004
1439.497, 0.0005, 0.0006, 0.0006
1439.572, 0.0001, 0.0005, 0.0004
1439.647, 0.0008, 0.0004, 0.0007
1439.722, 0.0004, 0.0003, 0.0005
1439.797, 0.0008, 0.0007, 0.0001
1439.872, 0.0005, 0.0005, 0.0003
1439.947, 0.0003, 0.0002, 0.0004
1440.022, 0.0002, 0.0006, 0.0004
1440.097, 0.0008, 0.0004, 0.0007
1440.172, 0.0007, 0.0005, 0.0004
1440.247, 0.0006, 0.0005, 0.0009
1440.322, 0.0006, 0.0005, 0.0006
1440.397, 0.0008, 0.0004, 0.0009
1440.472, 0.0009, 0.0007, 0.0005
1440.547, 0.0004, 0.0005, 0.0003
1440.622, 0.0006, 0.0011, -0.0001
1440.697, 0.0005, 0.0006, 0.0006
1440.772, 0.0005, 0.0003, 0.0007
1440.847, 0.0003, 0.0006, 0.0005
1440.922, 0.0000, 0.0004, 0.0004
1440.997, 0.0007, 0.0008, 0.0003
1441.072, 0.0005, 0.0003, 0.0005
1441.147, 0.0008, 0.0005, 0.0001
1441.222, 0.0006, 0.0003, 0.0010
1441.297, 0.0001, 0.0008, 0.0004
1441.372, 0.0006, 0.0010, 0.0005
1441.447, 0.0003, 0.0004, 0.0006
1441.522, 0.0008, 0.0005, 0.0006
1441.597, 0.0005, 0.0007, 0.0004
1441.672, 0.0008, 0.0007, 0.0004
1441.747, 0.0007, 0.0006, 0.0006
1441.822, 0.0005, 0.0003, 0.0003
1441.897, 0.0004, 0.0005, 0.0005
1441.972, 0.0008, 0.0008, 0.0004
1442.047, 0.0005, 0.0007, 0.0009
1442.122, 0.0007, 0.0006, 0.0000
1442.197, 0.0003, 0.0004, 0.0006
1442.272, 0.0005, 0.0005, 0.0004
1442.347, 0.0003, 0.0004, 0.0004
1442.422, 0.0007, 0.0008, 0.0003
1442.497, 0.0001, 0.0005, 0.0004
1442.572, 0.0001, 0.0008, 0.0006
1442.647, 0.0004, 0.0006, 0.0004
1442.722, 0.0007, 0.0003, 0.0006
1442.797, 0.0002, 0.0003, 0.0008
1442.872, 0.0002, 0.0007, 0.0005
1442.947, 0.0004, 0.0009, 0.0005
1443.022, 0.0007, 0.0003, 0.0003
1443.097, 0.0006, 0.0009, 0.0004
1443.172, 0.0009, 0.0006, 0.0005
